party,state,finance.better,vote.method,child.indep,child.curio,child.obed,child.consid,us.world,us.better,rural.govt,rural.infl,rural.resp,women.child,women.work,women.favors,women.comp,year,Religion,President,women.media,women.disc,women.hire,women.opp,score
Independent,california,3,NA,0,0,0,0,0.25,0.75,0.51,0.51,0.51,0.51,0.51,0.25,0.25,2020,Mainline,Biden,NA,NA,NA,NA,0.311538461538462
Democrat,new jersey,4,NA,1,0,0,0,0.75,1,0.85,0.85,0.85,0.85,1,0.25,0,2020,Jewish,Biden,NA,NA,NA,NA,0.569230769230769
Independent,massachusetts,3,NA,1,1,0,0,0.5,0.5,0.51,0.51,0.85,0.51,0.51,0.25,0.25,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.491538461538462
NA,illinois,3,NA,0,1,1,1,0.5,0.25,0.34,0.51,0.51,0.51,0.51,0.75,0.5,2020,Mainline,NA,NA,NA,NA,NA,0.567692307692308
NA,tennessee,5,NA,1,1,1,1,0.75,0.75,1,1,1,0.85,NA,0.25,0.75,2020,Evangelical,Biden,NA,NA,NA,NA,0.8625
Republican,iowa,2,NA,1,1,1,1,0.75,1,0.51,1,1,0.51,0,0.75,0.75,2020,Evangelical,Trump,NA,NA,NA,NA,0.79
Democrat,florida,4,NA,1,1,1,1,0.5,0,0.51,0.17,0.51,1,0.85,1,0.5,2020,Evangelical,NA,NA,NA,NA,NA,0.695384615384615
Democrat,new york,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Mainline,NA,NA,NA,NA,NA,NA
NA,virginia,5,NA,1,0,0,0,0,0.75,0.17,0.17,1,0.51,0.51,0.25,0.25,2020,Mainline,Biden,NA,NA,NA,NA,0.354615384615385
Independent,new york,3,NA,0,1,0,0,0.5,0.75,0.17,0.51,0.51,0.51,0.85,0.25,0.25,2020,Other Christian,Biden,NA,NA,NA,NA,0.407692307692308
NA,wisconsin,3,NA,0,1,0,1,0.5,0.75,0.51,0.85,0.85,0.51,0.51,0.25,0.25,2020,Not Religious,Other,NA,NA,NA,NA,0.536923076923077
NA,texas,5,NA,1,1,1,1,0.5,0.25,0.85,0.51,0.51,0.51,1,1,0.5,2020,Not Religious,NA,NA,NA,NA,NA,0.740769230769231
NA,minnesota,3,NA,0,1,0,0,0.25,0.5,0.68,NA,NA,0.51,0.51,0.25,0.25,2020,Other Christian,Biden,NA,NA,NA,NA,0.359090909090909
Democrat,arizona,5,NA,0,0,0,1,0.5,0,0.51,0.85,0.85,1,0.17,0.5,0.5,2020,Other Christian,Trump,NA,NA,NA,NA,0.452307692307692
NA,michigan,3,NA,1,0,0,0,0,0.75,0.51,0.51,0.51,1,0.51,0,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.387692307692308
Democrat,new jersey,3,NA,1,1,0,1,0,0.5,0.51,0.85,0.85,0.85,0,0.25,0.25,2020,Evangelical,Republican,NA,NA,NA,NA,0.543076923076923
NA,missouri,3,NA,1,1,1,1,1,1,0.85,1,1,0.51,1,0.75,0.75,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.912307692307692
NA,NA,3,NA,1,0,0,0,0.25,0.25,0.85,0.85,0.85,1,1,0.25,0.25,2020,NA,NA,NA,NA,NA,NA,0.503846153846154
Republican,idaho,4,NA,1,0,1,0,0,0.75,0.51,NA,0.51,0.51,0.85,0,0.25,2020,Other Christian,Trump,NA,NA,NA,NA,0.448333333333333
NA,georgia,4,NA,1,1,1,1,0,0,0.51,0,0.85,0.51,0.51,1,0.5,2020,Not Religious,Biden,NA,NA,NA,NA,0.606153846153846
Democrat,louisiana,3,NA,0,1,0,0,0.25,0.75,0.51,1,1,0.51,0.51,0.25,0.25,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.463846153846154
NA,texas,3,NA,1,1,1,1,0.5,1,0.85,0.85,0.51,0.85,0.51,0.25,0.25,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.736153846153846
NA,texas,3,NA,1,1,1,1,0.5,1,0.51,0,1,1,1,0.5,0.5,2020,Mainline,Trump,NA,NA,NA,NA,0.77
Republican,california,2,NA,0,0,0,0,0,0,0.51,0.17,0.51,0.51,0.51,0.25,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.208461538461538
Democrat,maryland,3,NA,1,1,1,0,0.5,0.5,0.51,0.51,1,1,0.51,0,0.25,2020,Other Christian,Biden,NA,NA,NA,NA,0.598461538461538
NA,virginia,3,NA,0,1,0,0,0,1,0.51,0.51,0.51,0.51,0.51,0,0,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.35
NA,south carolina,3,2,1,1,1,1,0.5,0.75,0.51,0.85,0.51,0.34,1,0.25,0,2020,Evangelical,NA,NA,NA,NA,NA,0.67
Republican,north carolina,2,NA,1,1,0,0,0.75,1,0.51,0.85,0.85,1,0.51,0.25,0.25,2020,Evangelical,Trump,NA,NA,NA,NA,0.613076923076923
NA,virginia,3,NA,1,1,0,1,0.25,0.5,0.51,0.34,0.51,1,0,0.5,0.25,2020,Other Religion,Biden,NA,NA,NA,NA,0.527692307692308
Independent,connecticut,2,NA,1,1,0,0,0,1,0.51,0.85,0.51,0.51,0.51,0,0,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.453076923076923
NA,georgia,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA,NA,NA,NA,NA,NA
Independent,north carolina,4,NA,1,1,1,0,0.5,0.75,0.51,0.85,0.85,0.51,0.51,0.5,0.25,2020,Evangelical,Trump,NA,NA,NA,NA,0.633076923076923
NA,NA,4,NA,1,1,1,1,0.5,0.5,0.85,1,0.85,1,0,0.5,0.5,2020,Other Christian,NA,NA,NA,NA,NA,0.746153846153846
Democrat,north carolina,5,NA,1,1,1,1,0.5,0.75,0.51,0.85,0.51,1,1,0.25,0.5,2020,Other Christian,Biden,NA,NA,NA,NA,0.759230769230769
NA,alabama,3,NA,1,1,0,1,1,1,1,1,1,0.51,0.85,0.75,0.75,2020,Evangelical,Trump,NA,NA,NA,NA,0.835384615384615
Democrat,new york,3,NA,0,0,0,0,0.5,0.25,0.51,0.51,0.51,0.85,0.51,0.25,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.318461538461538
Democrat,maryland,3,NA,0,0,0,0,0,0.75,0.85,0,0.51,0.85,0.51,0,0.25,2020,Mainline,Biden,NA,NA,NA,NA,0.286153846153846
Republican,north carolina,5,NA,1,1,1,NA,1,0.5,0.68,0.51,0.85,0.85,1,0.75,0.75,2020,Evangelical,Trump,NA,NA,NA,NA,0.824166666666667
NA,michigan,3,NA,1,1,0,1,0.25,0.75,0.51,0.85,0.51,0.68,0.51,0,0.25,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.562307692307692
Independent,west virginia,2,NA,1,0,0,1,0,0.5,0.51,1,0.51,0.68,0,0.25,0.5,2020,Other Christian,NA,NA,NA,NA,NA,0.457692307692308
NA,illinois,3,NA,0,0,0,0,0,0,0,0.85,0.51,1,1,0.25,0,2020,Other Religion,Biden,NA,NA,NA,NA,0.277692307692308
Democrat,new york,3,NA,1,0,0,0,0.5,1,0.85,0.85,0.85,0.51,0.51,0.25,0.25,2020,Roman Catholic,Jorgensen,NA,NA,NA,NA,0.505384615384615
NA,texas,4,1,0,0,0,0,0.25,0.5,0.85,0.68,0.51,0.51,0.51,0,0,2020,NA,NA,NA,NA,NA,NA,0.293076923076923
Independent,colorado,2,NA,0,1,0,0,0.5,1,0.51,0.51,0.51,0.51,0.51,0,0.25,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.407692307692308
NA,ohio,3,NA,1,1,0,0,0.5,0.75,0.85,0.85,0.85,0.51,0.51,0,0.25,2020,Evangelical,Biden,NA,NA,NA,NA,0.543846153846154
NA,NA,1,NA,0,1,0,1,0.5,0.5,1,1,0.51,0.68,0.51,1,1,2020,Not Religious,NA,NA,NA,NA,NA,0.669230769230769
NA,wisconsin,1,2,1,0,0,0,0.25,1,0.51,0.51,0.85,0.51,0.51,0.75,1,2020,Mainline,NA,NA,NA,NA,NA,0.53
NA,NA,3,NA,1,1,1,0,0.5,NA,NA,NA,NA,0.51,0.51,NA,NA,2020,NA,NA,NA,NA,NA,NA,0.645714285714286
Republican,florida,2,NA,1,1,1,0,0.25,1,0.51,0.51,0.85,0.85,1,0.5,0.75,2020,Evangelical,Trump,NA,NA,NA,NA,0.709230769230769
NA,illinois,3,NA,0,0,0,0,0,0.25,0.68,0.51,0.51,0.68,0.51,0.25,0.25,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.28
NA,georgia,2,NA,NA,NA,NA,NA,0.25,1,0.85,0.51,0.51,0.85,0.51,0.75,0.25,2020,Evangelical,Trump,NA,NA,NA,NA,0.608888888888889
Republican,colorado,3,NA,1,0,0,1,0,0.5,0.85,0,0.85,0.51,0.51,0.75,0.5,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA,0.497692307692308
Independent,new jersey,3,NA,0,0,0,0,0.5,0.75,1,1,1,0.51,0.85,0.5,0.25,2020,Not Religious,Trump,NA,NA,NA,NA,0.489230769230769
NA,texas,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA,NA,NA,NA,NA,NA
Independent,kentucky,5,NA,1,1,1,1,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0,0,2020,Evangelical,NA,NA,NA,NA,NA,0.580769230769231
Democrat,california,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Christian,NA,NA,NA,NA,NA,NA
NA,texas,3,NA,0,0,0,0,0,1,0.51,0.51,0.85,0.51,0.85,0.25,0.25,2020,Mainline,Trump,NA,NA,NA,NA,0.363846153846154
Independent,california,3,NA,1,1,0,0,0.5,0.5,0.68,0.85,0.51,0.85,0.68,0.25,0.25,2020,Roman Catholic,NA,NA,NA,NA,NA,0.543846153846154
NA,michigan,1,NA,1,0,0,0,0,0,0.51,1,0.68,0.68,0.51,0,0,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.336923076923077
NA,NA,4,NA,1,1,0,0,0.25,0.75,0.17,0.51,0.51,1,0.85,0.25,0.5,2020,Roman Catholic,NA,NA,NA,NA,NA,0.522307692307692
Republican,kentucky,3,NA,1,1,0,0,0.5,0.5,0.85,0.85,0.85,0.51,0.51,0.25,0,2020,Not Religious,NA,NA,NA,NA,NA,0.524615384615385
Democrat,california,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA,NA,NA,NA,NA,NA
Democrat,iowa,3,NA,1,1,0,0,0.25,0.75,0.68,0.85,0.85,0.51,0.51,0.75,0,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA,0.55
Republican,florida,2,NA,1,1,1,0,0.5,1,0.51,0.85,0.51,0.51,0.51,0.5,0.5,2020,Mainline,Trump,NA,NA,NA,NA,0.645384615384615
Independent,oregon,2,NA,1,0,1,0,0,0.5,0.51,0.51,0.68,0.68,0.51,0.25,0.25,2020,Other Christian,Jorgensen,NA,NA,NA,NA,0.453076923076923
Democrat,new mexico,1,NA,0,1,0,0,0,0.5,0.51,0.85,0.51,0.85,0.51,0,0,2020,Other Christian,NA,NA,NA,NA,NA,0.363846153846154
Democrat,new york,4,NA,1,0,0,0,0.25,1,0.51,0.51,0.85,0.51,0.51,0.25,0.25,2020,Jewish,Biden,NA,NA,NA,NA,0.433846153846154
Republican,florida,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Evangelical,NA,NA,NA,NA,NA,NA
Democrat,new york,5,NA,1,1,0,0,0,0.5,0.85,0.51,0.85,1,0.51,0,0,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.478461538461538
Republican,california,3,NA,0,1,1,0,0.75,0.75,0.68,0.85,0.85,0.51,0.17,0.25,0.25,2020,Other Christian,Trump,NA,NA,NA,NA,0.543076923076923
NA,missouri,3,NA,1,1,1,1,0.5,0.5,0.51,1,1,0.85,0.51,0.75,1,2020,Evangelical,Trump,NA,NA,NA,NA,0.816923076923077
NA,NA,5,NA,1,1,0,0,0.5,0.5,0.51,1,0.85,0.51,0.51,0.25,0,2020,Other Christian,NA,NA,NA,NA,NA,0.51
NA,NA,5,NA,1,1,1,1,0.5,0.5,0.85,0.51,0.51,0.51,1,0,0,2020,Roman Catholic,NA,NA,NA,NA,NA,0.644615384615385
NA,michigan,5,NA,1,0,0,0,0.25,0.75,0.85,0.85,1,0.51,0.51,0.25,0.25,2020,Mainline,Biden,NA,NA,NA,NA,0.478461538461538
Democrat,nebraska,3,NA,0,0,0,0,0,0.5,0.51,0.34,0.51,0.51,0.17,0,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.195384615384615
NA,wisconsin,5,NA,1,1,1,0,0,0.25,1,0.85,1,1,0.51,0,0.25,2020,Mainline,Biden,NA,NA,NA,NA,0.604615384615385
Republican,florida,4,NA,1,1,0,0,0.5,1,0.85,1,1,0.85,0.51,0.25,0.25,2020,Other Christian,Trump,NA,NA,NA,NA,0.631538461538461
Democrat,massachusetts,3,NA,1,1,1,1,0.5,1,0.51,0.51,0.51,0.51,0.51,0,0,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.619230769230769
Republican,pennsylvania,3,NA,1,1,1,0,0.25,0.75,0.85,0.85,0.68,0.51,0.51,0,0,2020,Undifferentiated Protestant,Jorgensen,NA,NA,NA,NA,0.569230769230769
NA,alabama,3,NA,0,0,0,0,0,0.25,0.17,0,0.51,0.51,0.51,0,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.15
NA,ohio,3,NA,1,1,1,0,0.5,1,NA,NA,NA,0.51,1,0,0,2020,Other Christian,Trump,NA,NA,NA,NA,0.601
NA,alabama,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,Trump,NA,NA,NA,NA,NA
Democrat,pennsylvania,4,NA,1,0,1,0,0.25,0.75,0.51,0.51,0.51,0.85,0.85,0,0,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.479230769230769
Independent,new hampshire,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA,NA,NA,NA,NA,NA
Republican,florida,3,NA,1,1,0,0,0.5,0.75,0.51,0.51,0.85,0.51,0.51,0,0.25,2020,Evangelical,Trump,NA,NA,NA,NA,0.491538461538462
Republican,florida,1,NA,0,1,0,0,0.25,0,0.85,1,0.85,0.85,0.51,0.5,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.466153846153846
NA,texas,2,NA,1,1,0,1,0.75,1,1,1,1,1,0.85,0,0.25,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.757692307692308
Republican,oklahoma,3,NA,1,1,1,0,0.5,1,0.85,0.85,1,1,1,0.75,0.75,2020,Evangelical,Trump,NA,NA,NA,NA,0.823076923076923
Democrat,colorado,5,NA,1,1,1,0,0.75,0,0.85,1,0.85,0.85,0.68,0.5,0.25,2020,Not Religious,NA,NA,NA,NA,NA,0.671538461538462
Independent,north carolina,3,NA,1,1,1,0,0.75,0.5,0.51,0.51,0.85,0.51,0.51,0,0.25,2020,Evangelical,Trump,NA,NA,NA,NA,0.568461538461538
NA,south carolina,3,NA,1,1,0,0,0.5,0.75,0.51,0.85,0.85,1,0.85,0.25,0.25,2020,Evangelical,Biden,NA,NA,NA,NA,0.600769230769231
Democrat,california,4,NA,0,0,0,0,0.25,0.25,0.17,0,0.51,0.51,0.17,0,0,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.143076923076923
Independent,oklahoma,3,NA,1,1,0,1,0.5,0,0.68,0.85,0.85,0.51,0.17,0.5,0.25,2020,Undifferentiated Protestant,NA,NA,NA,NA,NA,0.562307692307692
Democrat,california,1,NA,0,0,0,0,0.25,0.5,1,0.51,0.51,0.85,0.51,0,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.317692307692308
NA,alabama,1,NA,0,1,1,1,0.25,0.5,1,0.68,0.68,0.51,0.51,0.5,0,2020,Evangelical,Biden,NA,NA,NA,NA,0.586923076923077
NA,georgia,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Christian,NA,NA,NA,NA,NA,NA
NA,hawaii,3,NA,1,1,1,1,0.5,0,1,1,1,1,0.51,0.75,0.75,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.808461538461538
NA,michigan,3,NA,1,1,1,1,0.25,1,0.51,0.51,0.51,0.51,0.85,0.25,0.25,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA,0.664615384615385
NA,alabama,3,NA,1,1,0,0,0.5,1,1,0.85,0.85,0.51,0.51,0.25,0.25,2020,Evangelical,Trump,NA,NA,NA,NA,0.593846153846154
Republican,pennsylvania,3,NA,1,0,1,0,0.5,0.5,0.51,0.51,0.51,0.85,0.51,0.25,0,2020,Roman Catholic,NA,NA,NA,NA,NA,0.472307692307692
Independent,florida,5,NA,1,0,0,0,0,1,0.51,1,1,1,0,0.5,0.5,2020,Not Religious,Trump,NA,NA,NA,NA,0.500769230769231
Independent,nebraska,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA,NA,NA,NA,NA,NA
NA,NA,5,NA,1,0,0,1,0.25,1,0.51,0.51,0.51,0.85,0.51,0,0.25,2020,Not Religious,NA,NA,NA,NA,NA,0.491538461538462
NA,mississippi,2,NA,0,0,0,0,0.25,1,0.51,0.51,0.85,0.51,0.51,0.75,0.25,2020,Not Religious,NA,NA,NA,NA,NA,0.395384615384615
Democrat,nebraska,4,NA,1,1,1,1,0.75,1,0.51,0.68,0.68,0.85,0.85,0,0,2020,Mainline,Biden,NA,NA,NA,NA,0.716923076923077
NA,virginia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Undifferentiated Protestant,NA,NA,NA,NA,NA,NA
Independent,new hampshire,2,NA,1,1,1,1,0.5,0.75,0.51,0.51,0.51,0.51,0.51,0.25,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.638461538461538
NA,indiana,4,NA,0,0,0,0,0.5,1,0.68,0.85,0.85,0.85,0.85,0.25,0.25,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.467692307692308
Democrat,new york,5,NA,1,0,0,0,0,0.25,0.51,0.51,0.85,0.85,0.51,0.25,0.25,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.383076923076923
Independent,new jersey,3,NA,1,1,1,1,0.75,0.25,0.51,0.51,0.51,0.85,1,0.25,0.25,2020,Other Religion,Biden,NA,NA,NA,NA,0.683076923076923
Republican,california,3,NA,0,0,0,0,0,0.75,1,1,1,0.51,0.51,0.25,0.25,2020,Mainline,Trump,NA,NA,NA,NA,0.405384615384615
Republican,florida,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA,NA,NA,NA,NA,NA
Republican,florida,4,2,1,1,1,1,1,0.25,0.68,0.85,0.85,1,0.51,1,0.5,2020,Roman Catholic,NA,NA,NA,NA,NA,0.818461538461538
Democrat,new york,3,NA,0,0,0,0,0,0.25,0.51,0,0.51,0.51,0.51,0,0,2020,Other Religion,Biden,NA,NA,NA,NA,0.176153846153846
Democrat,oregon,4,NA,1,1,1,0,0.5,1,0.85,0,0.68,1,1,0,0.5,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA,0.656153846153846
Republican,utah,1,NA,0,0,1,0,0.5,1,1,0.85,1,0.85,0.85,0.25,0.25,2020,Other Christian,Trump,NA,NA,NA,NA,0.580769230769231
Independent,colorado,3,NA,0,0,0,0,0.5,1,0.51,0.51,0.51,0.17,0.51,1,0.25,2020,Not Religious,Jorgensen,NA,NA,NA,NA,0.381538461538462
Republican,colorado,1,NA,1,1,1,1,0,1,0.85,1,0.85,0.51,0.51,0.75,0.75,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA,0.786153846153846
Republican,kentucky,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Evangelical,NA,NA,NA,NA,NA,NA
NA,indiana,4,NA,1,0,1,0,0.25,0.25,0.68,0.85,0.85,0.51,0.85,0.25,0.25,2020,Mainline,Trump,NA,NA,NA,NA,0.518461538461538
Democrat,kentucky,3,NA,1,1,0,1,0.5,0.5,0.85,0.85,1,0.51,0.51,0.25,0.25,2020,Other Christian,NA,NA,NA,NA,NA,0.632307692307692
NA,wisconsin,3,NA,1,0,0,0,0.5,1,1,1,0.85,1,1,0.75,0.75,2020,Evangelical,Trump,NA,NA,NA,NA,0.680769230769231
NA,NA,2,NA,1,1,1,0,0,0.25,0.51,0.51,0.51,0.51,0.51,0,0.25,2020,Other Christian,NA,NA,NA,NA,NA,0.465384615384615
NA,texas,3,NA,1,0,0,0,0.25,1,1,0.85,1,1,0.85,0.25,0.25,2020,Evangelical,Trump,NA,NA,NA,NA,0.573076923076923
Democrat,california,3,NA,1,0,1,1,0.25,0.25,0.68,0.51,0.51,0.51,0.51,0,0,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.478461538461538
Democrat,california,3,NA,0,1,0,0,0,0,0.85,0.17,0.51,0.85,0.51,0,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.299230769230769
NA,michigan,3,NA,1,1,0,0,0.25,0.25,0.68,0.51,1,1,1,0.5,0.25,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.572307692307692
Independent,florida,4,NA,1,1,1,1,0.25,0.75,0.17,0.85,0.68,0.85,0.51,0.25,0.25,2020,Mainline,Trump,NA,NA,NA,NA,0.658461538461538
Republican,new york,3,NA,1,1,1,1,0.5,0.5,0.51,0.51,0.51,0.85,0.68,0.5,0.5,2020,Other Christian,Biden,NA,NA,NA,NA,0.696923076923077
Independent,utah,2,NA,1,1,0,0,0.25,0.5,0.85,1,0.85,0.51,0.51,0.25,0.5,2020,Other Christian,Trump,NA,NA,NA,NA,0.555384615384615
Democrat,pennsylvania,3,NA,0,0,0,0,0,0.75,0.85,0.85,0.85,0.51,0.51,0,0,2020,Mainline,Biden,NA,NA,NA,NA,0.332307692307692
NA,NA,2,NA,1,1,1,0,0.5,1,0.51,0.51,0.51,0.51,0.51,0.25,0.5,2020,Evangelical,NA,NA,NA,NA,NA,0.6
Democrat,florida,3,NA,1,1,1,0,0.25,0.5,0.85,0.85,0.85,0.51,0.68,0,0.25,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA,0.595384615384615
Democrat,louisiana,5,NA,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.0714285714285714
Republican,arkansas,2,NA,0,0,0,0,0.75,1,0.51,1,1,0.68,0.85,0.25,0.25,2020,Evangelical,Trump,NA,NA,NA,NA,0.483846153846154
NA,illinois,4,2,1,0,1,0,0.5,0.75,0.51,0.51,0.51,0.85,1,0.25,0.75,2020,Mainline,NA,NA,NA,NA,NA,0.586923076923077
Democrat,oregon,4,NA,1,0,0,0,0,0.5,0.51,0.51,0.51,1,0.51,0,0,2020,Other Religion,Biden,NA,NA,NA,NA,0.349230769230769
Democrat,maryland,3,NA,1,1,0,0,0,0.75,1,0.34,0.51,0.51,0.51,0,0.25,2020,Evangelical,Biden,NA,NA,NA,NA,0.451538461538462
Republican,maryland,3,NA,1,1,0,0,0.25,0.5,0.51,0.51,0.51,1,0.51,0.25,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.483846153846154
NA,virginia,2,NA,1,1,0,0,0,1,0.68,0.51,0.85,0.85,0.51,0.25,0.25,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA,0.530769230769231
Democrat,new york,4,NA,0,0,0,0,0,0.75,0.85,0.85,0.85,0.51,0.51,0,0.25,2020,Jewish,Biden,NA,NA,NA,NA,0.351538461538462
Independent,new jersey,1,NA,1,0,1,0,0.25,0.75,0.85,0.51,0.51,0.85,0.51,0.25,0.25,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.517692307692308
NA,georgia,4,NA,1,1,1,1,0.5,0.75,0.51,0.34,0.51,0.51,0.51,0.25,0.25,2020,Mainline,NA,NA,NA,NA,NA,0.625384615384615
Independent,iowa,3,NA,0,0,0,1,0,0.75,0.51,0.51,0.85,0.85,0.51,0.5,0.25,2020,Other Christian,Biden,NA,NA,NA,NA,0.440769230769231
Independent,massachusetts,3,NA,0,1,0,0,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0,0.25,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA,0.369230769230769
NA,michigan,3,NA,1,0,0,0,0,0.75,0.85,1,0.85,0.51,0.51,0,0,2020,NA,Biden,NA,NA,NA,NA,0.420769230769231
NA,indiana,1,NA,1,1,1,0,0.5,1,0.51,0.51,0.51,0.51,0.51,NA,NA,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA,0.640909090909091
Republican,NA,3,NA,1,0,0,1,0.5,1,0.51,1,0.68,1,1,0.75,1,2020,Not Religious,Trump,NA,NA,NA,NA,0.726153846153846
Republican,california,4,NA,1,1,1,0,0.75,1,0.85,0.85,0.85,0.51,0.51,0.5,0.5,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA,0.716923076923077
Democrat,arkansas,3,NA,1,1,1,1,0.75,0,0.51,0.85,0.68,0.51,0.51,0.75,0.25,2020,Evangelical,Biden,NA,NA,NA,NA,0.677692307692308
NA,NA,5,NA,0,0,0,0,0,0,0.51,0.51,0.68,0.85,0.51,0.75,0.25,2020,Not Religious,NA,NA,NA,NA,NA,0.312307692307692
Republican,north carolina,3,NA,1,NA,1,0,0.5,0.75,NA,1,NA,0.51,0.51,NA,NA,2020,Mainline,Trump,NA,NA,NA,NA,0.65875
Independent,kansas,1,NA,0,0,0,0,0.25,0.25,0.51,0.51,0.51,0.51,0.51,0,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.253846153846154
Independent,NA,3,NA,1,1,0,1,0.75,0.25,0.68,0.51,0.51,0.85,0.51,0.5,0.5,2020,Not Religious,Trump,NA,NA,NA,NA,0.62
NA,alabama,1,NA,1,1,1,0,1,0,0.17,0.17,0.85,0.17,0.17,1,1,2020,Other Christian,Trump,NA,NA,NA,NA,0.579230769230769
NA,missouri,3,NA,0,0,0,0,0.5,0.5,0.68,0.68,0.85,0.85,0.85,0.25,0.25,2020,Not Religious,Trump,NA,NA,NA,NA,0.416153846153846
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Evangelical,NA,NA,NA,NA,NA,NA
Republican,south dakota,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,1,1,1,0,0.25,0.5,0.51,0.68,0.85,0.85,0.85,0.25,0.5,2020,Other Christian,NA,NA,NA,NA,NA,0.633846153846154
Independent,north carolina,2,NA,1,1,0,0,0.25,0.25,0.51,0.51,0.51,0.51,0.51,0,0,2020,Other Christian,Biden,NA,NA,NA,NA,0.388461538461538
Democrat,oklahoma,3,NA,0,0,0,0,0,0.5,0.85,0.85,1,0.85,0.51,0,0.25,2020,Mainline,Biden,NA,NA,NA,NA,0.37
NA,tennessee,4,NA,1,0,1,0,0.5,1,0.85,0.85,0.68,0.51,0.51,0.75,0.25,2020,Evangelical,Biden,NA,NA,NA,NA,0.607692307692308
Independent,florida,1,NA,1,0,1,0,0.75,0.25,0.51,0.51,0.68,1,1,0.5,0.5,2020,Other Christian,Trump,NA,NA,NA,NA,0.592307692307692
